State,Fac Ex No,Address Main Entrance,Chicago Preservation Code,Property Category,Estimated Net Assignable Area,Year Acquired,Property Graphic,Building Length,Year Leased,Year Removed,Alternate Address,Estimated Total Net Area,Architect,Property Picture,Ext (IFMA) Gross Area,Comments,City Code,Legal Property Description,Sustainability - Certifications,Primary Assigned,Caretaker,Drawing Type,Removal Status,CSM,Building Height,National Register,Site Code,Fac Ex Abbr,Chicago Landmark,Major Renovation,Estimated Net Non-Assignable Area,CL Justification,Height Comments,Occupancy Classification,FICM Gross Area,City,Property Status,Alternate Property Code,Estimated Temporary Occupancy,Property Code,Physical Property Description,NR Justification,Secondary Assigned,Site Gross,Building Use,Property Name,Responsible Unit,PIN Number,Estimated Permanent Occupancy,Year Constructed,Replaced By,url,Building Width
IL,23,1100-14 East 58th Street,Orange,Building,"33,569.00",1894,D17_PHOTO.JPG,154.00,,,,"48,908.00",Henry Ives Cobb,,"69,129.96",,,,,PSD,University Facilities Services-Hull Court Shop,CAD,NA,Yes,59.00,No,Campus,Ry,No,Piecemeal renovations; 1986?,"15,339.00",Possesses potentially significant architectural or historical features,gable,C302,"69,129.96",CHICAGO,Owned,,202,D17,,"Architectural significance, item #116 on district nomination form",Unknown,0.00,ACADOffice,Ryerson Laboratory,University Facilities Services,20-14-111-001,114,1894,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=287,160.00
IL,43,1020-24 East 58th Street,Orange,Building,"27,307.00",1894,D18_PHOTO.JPG,150.00,,,,"48,269.00",Henry Ives Cobb,,"62,555.17",,,,,PSD,University Facilities Services-North Shop,CAD,NA,Yes,62.00,No,Campus,K,No,1983,"20,962.00",Possesses potentially significant architectural or historical features,gable,C302,"59,337.24",CHICAGO,Owned,,661,D18,,"Architectural significance, item #109 on district nomination form.",Registrar,0.00,Teaching,Kent Chemical Laboratory,University Facilities Services,20-14-111-001,19,1894,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=288,203.00
IL,28,5747 South Ellis Avenue,Orange,Building,"30,920.00",1929,D19_PHOTO.JPG,120.00,,,,"54,840.00",Coolidge and Hodgdon,,"68,706.33",,,,,PSD,University Facilities Services-North Shop,CAD,NA,Yes,72.00,Yes,Campus,GHJ,No,Multiple lab renovations 1980's through 2008,"23,920.00",Possesses potentially significant architectural or historical features,gable,C302,"68,706.33",CHICAGO,Owned,,98,D19,,National Historic Landmark Site - Room 405. Item #122 on district nomination form,Unknown,0.00,Laboratory,Jones Laboratory,University Facilities Services,20-14-111-001,68,1929,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=289,179.00
IL,LH,5801 South Ellis Avenue,None,Building,"46,318.00",1949,D20_PHOTO.JPG,226.00,,,,"66,733.00",Holabird Root and Burgee,,"90,125.40",,,,,President,University Facilities Services-Hull Court Shop,CAD,NA,Yes,90.00,No,Campus,LH,No,2008 and ongoing by Gensler Architects,"20,415.00",Not listed,gable,E100,"90,125.40",CHICAGO,Owned,,31,D20,,Not listed on district nomination form,Student Services,0.00,ADMOffice,Edward H. Levi Hall,University Facilities Services,20-14-111-001,191,1949,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=290,52.00
IL,11,5811-27 South Ellis Avenue,Orange,Building,"36,337.00",1892,D21_PHOTO.JPG,168.00,,,,"59,307.00",Henry Ives Cobb,,"83,493.95",,,,,College,University Facilities Services-Hull Court Shop,CAD,NA,Yes,84.00,No,Campus,C,No,1966 gut/renovation; piecemeal,"22,970.00",Possesses potentially significant architectural or historical significance,gable,C302,"80,082.08",CHICAGO,Owned,,951,D21,,"Historical and architectural significance equally, item #119 on district nomination form",Registrar,0.00,Teaching,Cobb Lecture Hall,University Facilities Services,20-14-111-001,49,1892,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=291,86.00
IL,,1025 East 58th Street,Orange,Building,"2,184.00",1926,D22_PHOTO.JPG,47.00,,,5829 South Ellis Avenue,"2,833.00",Coolidge and Hodgdon,,"7,213.53",,,,,Divinity,University Facilities Services-Hull Court Shop,CAD,NA,Yes,48.00,No,Campus,,No,2013 Reneker organ relocated to Bond Chapel,649.00,Possesses potentially significant architectural or historical features,plus 12' to pinnacle,C302,"5,251.56",CHICAGO,Owned,,208,D22,,"Architectural significance, #96 on district nomination form",Unknown,0.00,Other,Bond Chapel,University Facilities Services,20-14-111-001,0,1926,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=292,99.00
IL,61,1025-35 East 58th Street,Orange,Building,"23,913.00",1926,D23_PHOTO.JPG,126.00,,,,"36,699.00",Coolidge and Hodgdon,,"50,926.38",,,,,Divinity,University Facilities Services-Hull Court Shop,CAD,NA,Yes,75.00,No,Campus,S,No,Unknown,"12,786.00",Possesses potentially significant architectural or historical significance,gable,C302,"46,912.01",CHICAGO,Owned,,253,D23,,Architectural significance,Unknown,0.00,ACADOffice,Swift Hall,University Facilities Services,20-14-111-001,75,1926,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=293,136.00
IL,80,1101-11 East 58th Street,Yellow,Building,"29,255.00",1915,D24_PHOTO.JPG,136.00,,,,"49,009.00",Holabird and Roche,,"64,380.40",,,,,SSD,University Facilities Services-Hull Court Shop,CAD,NA,Yes,66.00,No,Campus,Ro,No,1972; 1997; 2004,"19,754.00",Too altered for architectural or historic significance,gable,C302,"64,380.40",CHICAGO,Owned,,228,D24,,"Architectural significance, item #105 on district nomination form",VP Enrollment,0.00,ACADOffice,Rosenwald Hall,University Facilities Services,20-14-111-001,135,1915,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=294,139.00
IL,82,1115-25 East 58th Street,Orange,Building,"20,987.00",1893,D25_PHOTO.JPG,79.00,,,,"32,342.00",Henry Ives Cobb,,"45,071.14",,,,,Hum,University Facilities Services-Hull Court Shop,CAD,NA,Yes,76.00,No,Campus,W,No,1981; 2004,"11,355.00",Possesses potentially significant architectural or historical features,gable,C302,"45,071.14",CHICAGO,Owned,,46,D25,,"Architectural significance, item #115 on district nomination form",VP Enrollment,0.00,ACADOffice,Walker Museum,University Facilities Services,20-14-111-001,97,1893,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=295,121.00
IL,52,1155 East 58th Street,Orange,Building,"62,293.00",1931,D26_PHOTO.JPG,203.00,,,,"82,389.00",Mayers Murray and Phillip,,"103,012.87",,,,,Oriental Institute,University Facilities Services-Hull Court Shop,CAD,NA,Yes,66.00,Unknown,Campus,Or,No,1998,"20,096.00",Possesses potentially significant architectural or historical significance,gable,C302,"103,012.87",CHICAGO,Owned,,456,D26,,Not Listed on district nomination form,Unknown,0.00,ACADOffice,Oriental Institute,University Facilities Services,20-14-120-001,116,1931,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=296,207.00
IL,59,5850 South Woodlawn Avenue,Orange,Building,"25,556.00",1928,D29_PHOTO.JPG,265.00,,,1156 East 59th Street,"38,969.00",Bertram Grosvenor Goodhue,,"69,728.65",,,,,Chapel,University Facilities Services-Hull Court Shop,CAD,NA,Yes,100.00,Yes,Campus,RMC,Yes,1987 interior restoration,"13,413.00",Possesses potentially significant architectural or historical significance,plus 100' to top of tower,C302,"59,432.92",CHICAGO,Owned,,840,D29,,"Architectural Significance, item #95 on district nomination form",Unknown,0.00,Other,Rockefeller Chapel,University Facilities Services,20-14-120-001,9,1928,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=297,120.00
IL,,5855 South University Avenue,Orange,Building,"12,249.00",1895,D31_PHOTO.JPG,98.00,,,1146 East 59th Street,"12,249.00",Henry Ives Cobb,,"15,247.41",,,,,President,University Facilities Services-Hull Court Shop,CAD,NA,Yes,52.00,Unknown,Campus,,No,Piecemeal; 1960?,0.00,Listed,gable,A100,"15,247.41",CHICAGO,Owned,,0,D31,,Official home of the presidents of the University of Chicago.,Unknown,0.00,Residential,5855 South University Avenue,University Facilities Services,20-14-120-001,10,1895,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=298,47.00
IL,45,5848 South University Avenue,Orange,Building,"9,920.00",1893,D32_PHOTO.JPG,110.00,,,,"18,454.00",Henry Ives Cobb,,"23,088.52",,,,,SSD,University Facilities Services-Hull Court Shop,CAD,NA,Yes,65.00,No,Campus,Br,No,1963,"8,534.00",Possesses potentially significant architectural or historical features,gable,C302,"23,088.52",CHICAGO,Owned,,71,D32,,"Architectural significance, item #140 on district nomination form",Unknown,0.00,ACADOffice,Beecher Hall,University Facilities Services,20-14-111-001,10,1893,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=299,47.00
IL,45,5848 South University Avenue,Orange,Building,"15,731.00",1899,D33_PHOTO.JPG,49.00,,,,"27,453.00",Henry Ives Cobb,,"37,330.23",,,,,SSD,University Facilities Services-Hull Court Shop,CAD,NA,Yes,65.00,No,Campus,Gr,No,1963,"11,722.00",Possesses potentially significant architectural or historical features,gable,C302,"37,330.23",CHICAGO,Owned,,81,D33,,"Architectural significance, item #138 on district nomination form",Unknown,0.00,ACADOffice,Green Hall,University Facilities Services,20-14-111-001,34,1898,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=300,108.00
IL,45,5848 South University Avenue,Orange,Building,"11,265.00",1893,D34_PHOTO.JPG,87.00,,,,"17,760.00",Henry Ives Cobb,,"21,988.95",,,,,SSD,University Facilities Services-Hull Court Shop,CAD,NA,Yes,65.00,No,Campus,Ky,No,1963,"6,495.00",Possesses potentially significant architectural or historical features,gable,C302,"21,988.95",CHICAGO,Owned,,23,D34,,"Architectural significance, item #114 on district nomination form",Unknown,0.00,ACADOffice,Kelly Hall,University Facilities Services,20-14-111-001,52,1893,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=301,49.00
IL,26,1130 East 59th Street,Orange,Building,"15,763.00",1893,D35_PHOTO.JPG,55.00,,,,"22,749.00",Henry Ives Cobb,,"28,171.28",,,,,SSD,University Facilities Services-Hull Court Shop,CAD,NA,Yes,80.00,No,Campus,F,No,1963,"6,986.00",Possesses potentially significant architectural or historical features,,C302,"28,171.28",CHICAGO,Owned,,84,D35,,"Architectural significance, item #139 on district nomination form",Unknown,0.00,ACADOffice,Foster Hall,University Facilities Services,20-14-111-001,84,1893,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=302,101.00
IL,65,1126 East 59th Street,Orange,Building,"36,488.00",1929,D36_PHOTO.JPG,88.00,,,,"53,705.00",Coolidge and Hodgdon,,"66,725.07",,,,,SSD,University Facilities Services-Hull Court Shop,CAD,NA,Yes,67.00,No,Campus,SS,No,"None, Piecemeal upgrades","17,217.00",Possesses potentially significant architectural or historical features,gable,C302,"66,725.07",CHICAGO,Owned,,465,D36,,"Architectural significance, item #99 on district nomination form",Registrar,0.00,ACADOffice,Social Science Research Building,University Facilities Services,20-14-111-001,142,1929,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=303,163.00
IL,81,5835 South Greenwood Avenue,Orange,Building,"23,313.00",1904,D37_PHOTO.JPG,179.00,,,,"35,727.00",Shepley Rutan and Coolidge,,"48,924.88",,,,,Hum,University Facilities Services-Hull Court Shop,CAD,NA,Yes,83.00,Unknown,Campus,Stu,No,1972,"12,414.00",Listed,plus 16' to top of tower,C302,"48,924.88",CHICAGO,Owned,,303,D37,,"Architectural significance, item #117 on district nomination form",Registrar,0.00,ACADOffice,Stuart Hall,University Facilities Services,20-14-111-001,27,1904,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=304,91.00
IL,36,1116 East 59th Street,Orange,Building,"57,124.00",1912,D38_PHOTO.JPG,76.00,,,,"90,683.00",Shepley Rutan and Coolidge,,"144,186.41",,,,,College,University Facilities Services-Hull Court Shop,CAD,NA,Yes,96.00,No,Campus,HM,No,1972 reconfiguration to office and classroom space,"31,911.00",Possesses potentially significant architectural or historical features,plus 40' to top of tower,C302,"119,311.32",CHICAGO,Owned,,553,D38,,"Architectural significance, item #107 on district nomination form",Registrar,0.00,ACADOffice,Harper Memorial Library,University Facilities Services,20-14-111-001,137,1912,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=305,274.00
IL,30,5836 South Greenwood Avenue,Orange,Building,"17,794.00",1896,D39_PHOTO.JPG,181.00,,,,"28,193.00",Henry Ives Cobb,,"38,136.87",,,,,SSD,University Facilities Services-Hull Court Shop,CAD,NA,Yes,80.00,No,Campus,H,No,1979,"10,399.00",Possesses potentially significant architectural or historical features,gable,C302,"37,584.22",CHICAGO,Owned,,80,D39,,"Architectural significance, item #102 on district nomination form",Unknown,0.00,ACADOffice,Haskell Hall,University Facilities Services,20-14-111-001,64,1896,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=306,62.00
IL,16,1050 East 59th Street,Orange,Building,"32,291.00",1928,D40_PHOTO.JPG,60.00,,,,"43,913.00",Coolidge and Hodgdon,,"52,443.42",,,,,Hum,University Facilities Services-Hull Court Shop,CAD,NA,Yes,80.00,No,Campus,Wb,No,1972,"11,622.00",Possesses potentially significant architectural or historical features.,gable,C302,"52,443.42",CHICAGO,Owned,,223,D40,,"Architectural significance, item #101 on district nomination form",Unknown,0.00,ACADOffice,Wieboldt Hall,University Facilities Services,20-14-111-001,73,1928,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=307,140.00
IL,16,1010 East 59th Street,Orange,Building,"27,801.00",1915,D41_PHOTO.JPG,87.00,,,,"38,611.00",Shepley Rutan and Coolidge,,"55,699.28",,,,,Hum,University Facilities Services-Hull Court Shop,CAD,NA,Yes,72.00,No,Campus,Cl,No,1972; 1981,"10,810.00",Possesses potentially significant architectural or historical features,plus 1' to top of pinnicles,C302,"53,095.35",CHICAGO,Owned,,200,D41,,"Architectural significance, item #136 on district nomination form",Unknown,0.00,ACADOffice,Classics Building,University Facilities Services,20-14-111-001,58,1915,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=308,134.00
IL,29,1010 East 59th Street,Orange,Building,"8,371.00",1892,D42_PHOTO.JPG,86.00,,,,"14,527.00",Henry Ives Cobb,,"20,922.86",,,,,Hum,University Facilities Services-Hull Court Shop,CAD,NA,Yes,80.00,No,Campus,Go H,No,1981,"6,156.00",Possesses potentially significant architectural or historical features,gable,C302,"20,468.55",CHICAGO,Owned,,170,D42,,"Architectural significance, item #101 on district nomination form",Unknown,0.00,ACADOffice,Goodspeed Hall,University Facilities Services,20-14-111-001,26,1892,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=309,45.00
IL,11,5845 South Ellis Avenue,Orange,Building,"16,951.00",1892,D43_PHOTO.JPG,102.00,,,,"22,479.00",Henry Ives Cobb,,"29,228.40",,,,,College,University Facilities Services-Hull Court Shop,CAD,NA,Yes,80.00,No,Campus,G-B,No,1960's,"5,528.00",Possesses potentially significant architectural or historical features,gable,C302,"29,228.40",CHICAGO,Owned,,92,D43,,"Architectural significance, item #126 on district nomination form",Unknown,0.00,ACADOffice,Gates Hall,University Facilities Services,20-14-111-001,82,1892,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=310,47.00
IL,11,5845 South Ellis Avenue,Orange,Building,"10,585.00",1893,D44_PHOTO.JPG,85.00,,,,"16,924.00",Henry Ives Cobb,,"21,107.35",,,,,College,University Facilities Services-Hull Court Shop,CAD,NA,Yes,80.00,No,Campus,G-B,No,1960's,"6,339.00",Possesses potentially significant architectural and historical features,gable,C302,"21,107.35",CHICAGO,Owned,,43,D44,,"Architectural significance, item #127 on district nomination form",Unknown,0.00,ACADOffice,Blake Hall,University Facilities Services,20-14-111-001,42,1893,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=311,41.00
IL,,5720 South Woodlawn Avenue,Orange,Building,"5,890.00",1959,D45_PHOTO.JPG,33.00,,,,"8,073.00",Myron Hunt,,"12,087.89",,,,,Acad Offices,University Facilities Services-Hull Court Shop,CAD,NA,Yes,24.00,Unknown,Campus,,No,1987; Piecemeal,"2,183.00",Possesses potentially significant architectural  features.,flat roof,C302,"12,087.89",CHICAGO,Owned,O20,3,O20,,"Architectural and Historical (Medicine) Significance, item #83 on district nomination form",Unknown,0.00,ADMOffice,5720 South Woodlawn Avenue,University Facilities Services,20-14-116-012,42,1904,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=312,103.00
IL,31,5730 South Woodlawn Avenue,Orange,Building,"3,394.00",1952,D46_PHOTO.JPG,30.00,,,,"7,470.00",Harvey L. Page,,"9,999.41",,,,,SSD,University Facilities Services-Hull Court Shop,CAD,NA,Yes,42.00,Unknown,Campus,HD,No,Unknown,"4,076.00",Possesses potentially significant architectural  features.,,C302,"9,999.41",CHICAGO,Owned,O24,4,O24,,"Historical and Architectural Significance, item #180 on district nomination form",Unknown,0.00,ACADOffice,5730 South Woodlawn Avenue,University Facilities Services,20-14-116-014,19,1896,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=313,62.00
IL,,5736 South Woodlawn Avenue,Yellow,Building,"3,394.00",1961,D47_PHOTO.JPG,38.00,,,,"4,800.00",Thomas McCall,,"5,956.68",,,,,Acad Offices,University Facilities Services-Hull Court Shop,CAD,NA,Yes,30.00,Unknown,Campus,,No,"1969, 1990","1,406.00",Too altered for architectural or historical significance,gable,C302,"5,956.68",CHICAGO,Owned,O28,13,O28,,Not listed on district nomination form,Unknown,0.00,ADMOffice,5736 South Woodlawn Avenue,University Facilities Services,20-14-116-015,17,1895,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=314,53.00
IL,74,5737 South University Avenue,Yellow,Building,"4,878.00",1965,D48_PHOTO.JPG,37.00,,,,"5,953.00",Howard Van Doren Shaw,,"7,443.43",,,,,Acad Offices,University Facilities Services-Hull Court Shop,CAD,NA,Yes,35.00,Unknown,Campus,,No,2017,"1,075.00",Listed,,C302,"7,443.43",CHICAGO,Owned,,32,D48,,George E. Vincent House: Architectural and Historical Significance.,Unknown,0.00,ACADOffice,Stevanovich Institute on the Formation of Knowledge,University Facilities Services,20-14-116-005,11,1897,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=315,70.00
IL,,5750 South Woodlawn Avenue,Orange,Building,"2,315.00",1930,D49_PHOTO.JPG,38.00,,,,"4,931.00",G. Williams & Company,,"6,488.22",,,,,SSD,University Facilities Services-Hull Court Shop,CAD,NA,Yes,35.00,Unknown,Campus,,No,2015,"2,616.00",Possesses potentially architectural and historic features.,,C303,"6,488.22",CHICAGO,Owned,O32,13,O32,,Not listed on district nomination form,Unknown,0.00,ACADOffice,5750 South Woodlawn Avenue,University Facilities Services,20-14-116-016,10,1896,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=316,69.00
IL,,5855 South University Avenue,Unknown,Garage/Shed,0.00,1895,,0.00,,,,0.00,,,"1,534.00",,,,,President,University Facilities Services-Hull Court Shop,Manual,NA,Yes,0.00,Unknown,Campus,,Unknown,,0.00,,,,"1,534.00",CHICAGO,Owned,,0,D50,,,Unknown,0.00,Other,5855 University Coach House,University Facilities Services,20-14-120-001,0,1895,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=317,0.00
IL,,5730 South Woodlawn Avenue,Unknown,Garage/Shed,0.00,1952,,0.00,,,,0.00,,,400.00,,,,,Acad Offices,University Facilities Services-Hull Court Shop,Manual,NA,Yes,0.00,Unknown,Campus,,Unknown,,0.00,,,,400.00,CHICAGO,Owned,D51,0,O26,,,Unknown,0.00,ADMOffice,5730 Woodlawn Garage,University Facilities Services,20-14-116-014,0,1896,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=318,0.00
IL,,5736 South Woodlawn Avenue,Unknown,Garage/Shed,0.00,1952,,0.00,,1992,,0.00,,,0.00,,,,,Acad Offices,University Facilities Services-Hull Court Shop,Manual,NA,Yes,0.00,Unknown,Campus,,Unknown,,0.00,,,,0.00,CHICAGO,Demolished,D52,0,O40,,,Unknown,0.00,ADMOffice,5736 Woodlawn Garage,University Facilities Services,20-14-116-015,0,1903,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=319,0.00
IL,53,5828 South University Avenue,None,Building,"25,354.00",1971,D53_PHOTO.JPG,134.00,,,,"37,284.00",Ralph Rapson/ Rapson Architects,,"45,315.55",,,,,SSD,University Facilities Services-Hull Court Shop,CAD,NA,Yes,80.00,No,Campus,P,No,None,"11,930.00",Not Listed,,C302,"45,315.55",CHICAGO,Owned,,162,D53,,Not Listed on district nomination form,Unknown,0.00,ACADOffice,Pick Hall,University Facilities Services,20-14-111-001,108,1971,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=320,68.00
IL,,5710 South Woodlawn Avenue,Orange,Building,"5,009.00",1991,D54_PHOTO.JPG,46.00,,,,"8,588.00","Robert Rae, Jr.",,"10,435.73",,,,,Student Services,University Facilities Services-Hull Court Shop,CAD,NA,Yes,31.00,Unknown,Campus,,No,2008,"3,579.00",Possesses potentially architectural and historic features.,plus 6' to top of chimney,C302,"10,435.73",CHICAGO,Owned,O16,20,O16,,Not listed on district nomination form,Unknown,0.00,Student Life/Services,5710 South Woodlawn Avenue,University Facilities Services,20-14-116-010,28,1901,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=321,69.00
